"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHDEBT","TOT","PC_NDI","A","1995",96.53382,
"AUS","HHDEBT","TOT","PC_NDI","A","1996",100.2681,
"AUS","HHDEBT","TOT","PC_NDI","A","1997",109.5295,
"AUS","HHDEBT","TOT","PC_NDI","A","1998",117.352,
"AUS","HHDEBT","TOT","PC_NDI","A","1999",123.6692,
"AUS","HHDEBT","TOT","PC_NDI","A","2000",127.8075,
"AUS","HHDEBT","TOT","PC_NDI","A","2001",133.1268,
"AUS","HHDEBT","TOT","PC_NDI","A","2002",152.1256,
"AUS","HHDEBT","TOT","PC_NDI","A","2003",163.8903,
"AUS","HHDEBT","TOT","PC_NDI","A","2004",174.6619,
"AUS","HHDEBT","TOT","PC_NDI","A","2005",185.268,
"AUS","HHDEBT","TOT","PC_NDI","A","2006",190.5731,
"AUS","HHDEBT","TOT","PC_NDI","A","2007",194.4897,
"AUS","HHDEBT","TOT","PC_NDI","A","2008",188.0799,
"AUS","HHDEBT","TOT","PC_NDI","A","2009",193.7776,
"AUS","HHDEBT","TOT","PC_NDI","A","2010",191.6334,
"AUS","HHDEBT","TOT","PC_NDI","A","2011",190.5874,
"AUS","HHDEBT","TOT","PC_NDI","A","2012",192.2672,
"AUS","HHDEBT","TOT","PC_NDI","A","2013",192.5478,
"AUS","HHDEBT","TOT","PC_NDI","A","2014",196.3439,
"AUS","HHDEBT","TOT","PC_NDI","A","2015",204.9934,
"AUS","HHDEBT","TOT","PC_NDI","A","2016",211.5531,
"AUS","HHDEBT","TOT","PC_NDI","A","2017",216.8972,
"AUS","HHDEBT","TOT","PC_NDI","A","2018",217.9175,
"AUS","HHDEBT","TOT","PC_NDI","A","2019",211.606,
"AUS","HHDEBT","TOT","PC_NDI","A","2020",204.3846,
"AUS","HHDEBT","TOT","PC_NDI","A","2021",211.4367,
"AUT","HHDEBT","TOT","PC_NDI","A","1995",65.85123,
"AUT","HHDEBT","TOT","PC_NDI","A","1996",68.45939,
"AUT","HHDEBT","TOT","PC_NDI","A","1997",70.871,
"AUT","HHDEBT","TOT","PC_NDI","A","1998",70.46921,
"AUT","HHDEBT","TOT","PC_NDI","A","1999",73.53783,
"AUT","HHDEBT","TOT","PC_NDI","A","2000",75.41841,
"AUT","HHDEBT","TOT","PC_NDI","A","2001",77.01186,
"AUT","HHDEBT","TOT","PC_NDI","A","2002",78.94254,
"AUT","HHDEBT","TOT","PC_NDI","A","2003",79.08277,
"AUT","HHDEBT","TOT","PC_NDI","A","2004",81.19659,
"AUT","HHDEBT","TOT","PC_NDI","A","2005",87.18607,
"AUT","HHDEBT","TOT","PC_NDI","A","2006",88.55872,
"AUT","HHDEBT","TOT","PC_NDI","A","2007",88.36625,
"AUT","HHDEBT","TOT","PC_NDI","A","2008",89.79839,
"AUT","HHDEBT","TOT","PC_NDI","A","2009",90.11239,
"AUT","HHDEBT","TOT","PC_NDI","A","2010",93.71614,
"AUT","HHDEBT","TOT","PC_NDI","A","2011",93.2784,
"AUT","HHDEBT","TOT","PC_NDI","A","2012",91.04684,
"AUT","HHDEBT","TOT","PC_NDI","A","2013",90.82967,
"AUT","HHDEBT","TOT","PC_NDI","A","2014",90.48386,
"AUT","HHDEBT","TOT","PC_NDI","A","2015",92.05358,
"AUT","HHDEBT","TOT","PC_NDI","A","2016",92.00205,
"AUT","HHDEBT","TOT","PC_NDI","A","2017",90.64924,
"AUT","HHDEBT","TOT","PC_NDI","A","2018",90.3045,
"AUT","HHDEBT","TOT","PC_NDI","A","2019",90.049,
"AUT","HHDEBT","TOT","PC_NDI","A","2020",94.57805,
"AUT","HHDEBT","TOT","PC_NDI","A","2021",94.34614,
"BEL","HHDEBT","TOT","PC_NDI","A","1995",65.33064,
"BEL","HHDEBT","TOT","PC_NDI","A","1996",68.8186,
"BEL","HHDEBT","TOT","PC_NDI","A","1997",72.00168,
"BEL","HHDEBT","TOT","PC_NDI","A","1998",71.4463,
"BEL","HHDEBT","TOT","PC_NDI","A","1999",73.29503,
"BEL","HHDEBT","TOT","PC_NDI","A","2000",71.44759,
"BEL","HHDEBT","TOT","PC_NDI","A","2001",67.32562,
"BEL","HHDEBT","TOT","PC_NDI","A","2002",68.94238,
"BEL","HHDEBT","TOT","PC_NDI","A","2003",70.97472,
"BEL","HHDEBT","TOT","PC_NDI","A","2004",75.30494,
"BEL","HHDEBT","TOT","PC_NDI","A","2005",80.52156,
"BEL","HHDEBT","TOT","PC_NDI","A","2006",84.0188,
"BEL","HHDEBT","TOT","PC_NDI","A","2007",87.73826,
"BEL","HHDEBT","TOT","PC_NDI","A","2008",90.05164,
"BEL","HHDEBT","TOT","PC_NDI","A","2009",92.83128,
"BEL","HHDEBT","TOT","PC_NDI","A","2010",97.41816,
"BEL","HHDEBT","TOT","PC_NDI","A","2011",102.6445,
"BEL","HHDEBT","TOT","PC_NDI","A","2012",103.0475,
"BEL","HHDEBT","TOT","PC_NDI","A","2013",104.7696,
"BEL","HHDEBT","TOT","PC_NDI","A","2014",109.2422,
"BEL","HHDEBT","TOT","PC_NDI","A","2015",111.6724,
"BEL","HHDEBT","TOT","PC_NDI","A","2016",112.9697,
"BEL","HHDEBT","TOT","PC_NDI","A","2017",113.4103,
"BEL","HHDEBT","TOT","PC_NDI","A","2018",113.6455,
"BEL","HHDEBT","TOT","PC_NDI","A","2019",116.5262,
"BEL","HHDEBT","TOT","PC_NDI","A","2020",118.4881,
"BEL","HHDEBT","TOT","PC_NDI","A","2021",119.7648,
"CZE","HHDEBT","TOT","PC_NDI","A","1995",28.89097,
"CZE","HHDEBT","TOT","PC_NDI","A","1996",21.56627,
"CZE","HHDEBT","TOT","PC_NDI","A","1997",20.58744,
"CZE","HHDEBT","TOT","PC_NDI","A","1998",19.28789,
"CZE","HHDEBT","TOT","PC_NDI","A","1999",20.43991,
"CZE","HHDEBT","TOT","PC_NDI","A","2000",21.66288,
"CZE","HHDEBT","TOT","PC_NDI","A","2001",22.12086,
"CZE","HHDEBT","TOT","PC_NDI","A","2002",26.89737,
"CZE","HHDEBT","TOT","PC_NDI","A","2003",29.09673,
"CZE","HHDEBT","TOT","PC_NDI","A","2004",33.93189,
"CZE","HHDEBT","TOT","PC_NDI","A","2005",39.08971,
"CZE","HHDEBT","TOT","PC_NDI","A","2006",43.46153,
"CZE","HHDEBT","TOT","PC_NDI","A","2007",53.1948,
"CZE","HHDEBT","TOT","PC_NDI","A","2008",59.53843,
"CZE","HHDEBT","TOT","PC_NDI","A","2009",61.83718,
"CZE","HHDEBT","TOT","PC_NDI","A","2010",63.59326,
"CZE","HHDEBT","TOT","PC_NDI","A","2011",66.5231,
"CZE","HHDEBT","TOT","PC_NDI","A","2012",67.46433,
"CZE","HHDEBT","TOT","PC_NDI","A","2013",70.85363,
"CZE","HHDEBT","TOT","PC_NDI","A","2014",69.60333,
"CZE","HHDEBT","TOT","PC_NDI","A","2015",70.63539,
"CZE","HHDEBT","TOT","PC_NDI","A","2016",72.70351,
"CZE","HHDEBT","TOT","PC_NDI","A","2017",76.57607,
"CZE","HHDEBT","TOT","PC_NDI","A","2018",75.71343,
"CZE","HHDEBT","TOT","PC_NDI","A","2019",74.78728,
"CZE","HHDEBT","TOT","PC_NDI","A","2020",77.02847,
"CZE","HHDEBT","TOT","PC_NDI","A","2021",77.31066,
"DNK","HHDEBT","TOT","PC_NDI","A","1995",192.7977,
"DNK","HHDEBT","TOT","PC_NDI","A","1996",200.1547,
"DNK","HHDEBT","TOT","PC_NDI","A","1997",213.491,
"DNK","HHDEBT","TOT","PC_NDI","A","1998",221.4437,
"DNK","HHDEBT","TOT","PC_NDI","A","1999",225.5847,
"DNK","HHDEBT","TOT","PC_NDI","A","2000",232.1425,
"DNK","HHDEBT","TOT","PC_NDI","A","2001",236.7646,
"DNK","HHDEBT","TOT","PC_NDI","A","2002",242.52,
"DNK","HHDEBT","TOT","PC_NDI","A","2003",247.9129,
"DNK","HHDEBT","TOT","PC_NDI","A","2004",261.5377,
"DNK","HHDEBT","TOT","PC_NDI","A","2005",281.7372,
"DNK","HHDEBT","TOT","PC_NDI","A","2006",299.3419,
"DNK","HHDEBT","TOT","PC_NDI","A","2007",324.6386,
"DNK","HHDEBT","TOT","PC_NDI","A","2008",339.7779,
"DNK","HHDEBT","TOT","PC_NDI","A","2009",339.7609,
"DNK","HHDEBT","TOT","PC_NDI","A","2010",326.155,
"DNK","HHDEBT","TOT","PC_NDI","A","2011",319.9125,
"DNK","HHDEBT","TOT","PC_NDI","A","2012",314.2155,
"DNK","HHDEBT","TOT","PC_NDI","A","2013",305.8037,
"DNK","HHDEBT","TOT","PC_NDI","A","2014",305.774,
"DNK","HHDEBT","TOT","PC_NDI","A","2015",293.0566,
"DNK","HHDEBT","TOT","PC_NDI","A","2016",262.4675,
"DNK","HHDEBT","TOT","PC_NDI","A","2017",260.6837,
"DNK","HHDEBT","TOT","PC_NDI","A","2018",252.9872,
"DNK","HHDEBT","TOT","PC_NDI","A","2019",253.1916,
"DNK","HHDEBT","TOT","PC_NDI","A","2020",259.2027,
"DNK","HHDEBT","TOT","PC_NDI","A","2021",254.5789,
"DNK","HHDEBT","TOT","PC_NDI","A","2022",215.1244,
"FIN","HHDEBT","TOT","PC_NDI","A","1995",73.46716,
"FIN","HHDEBT","TOT","PC_NDI","A","1996",68.20261,
"FIN","HHDEBT","TOT","PC_NDI","A","1997",62.38225,
"FIN","HHDEBT","TOT","PC_NDI","A","1998",63.93,
"FIN","HHDEBT","TOT","PC_NDI","A","1999",64.83627,
"FIN","HHDEBT","TOT","PC_NDI","A","2000",67.60674,
"FIN","HHDEBT","TOT","PC_NDI","A","2001",69.73647,
"FIN","HHDEBT","TOT","PC_NDI","A","2002",74.28253,
"FIN","HHDEBT","TOT","PC_NDI","A","2003",78.52239,
"FIN","HHDEBT","TOT","PC_NDI","A","2004",86.56441,
"FIN","HHDEBT","TOT","PC_NDI","A","2005",96.91522,
"FIN","HHDEBT","TOT","PC_NDI","A","2006",107.0512,
"FIN","HHDEBT","TOT","PC_NDI","A","2007",111.8997,
"FIN","HHDEBT","TOT","PC_NDI","A","2008",114.437,
"FIN","HHDEBT","TOT","PC_NDI","A","2009",114.8615,
"FIN","HHDEBT","TOT","PC_NDI","A","2010",116.7394,
"FIN","HHDEBT","TOT","PC_NDI","A","2011",120.157,
"FIN","HHDEBT","TOT","PC_NDI","A","2012",121.6654,
"FIN","HHDEBT","TOT","PC_NDI","A","2013",122.2347,
"FIN","HHDEBT","TOT","PC_NDI","A","2014",122.1285,
"FIN","HHDEBT","TOT","PC_NDI","A","2015",125.3838,
"FIN","HHDEBT","TOT","PC_NDI","A","2016",131.6723,
"FIN","HHDEBT","TOT","PC_NDI","A","2017",137.478,
"FIN","HHDEBT","TOT","PC_NDI","A","2018",144.1821,
"FIN","HHDEBT","TOT","PC_NDI","A","2019",147.3278,
"FIN","HHDEBT","TOT","PC_NDI","A","2020",154.0833,
"FIN","HHDEBT","TOT","PC_NDI","A","2021",154.9309,
"FRA","HHDEBT","TOT","PC_NDI","A","1995",68.6235,
"FRA","HHDEBT","TOT","PC_NDI","A","1996",71.24432,
"FRA","HHDEBT","TOT","PC_NDI","A","1997",74.94621,
"FRA","HHDEBT","TOT","PC_NDI","A","1998",75.34821,
"FRA","HHDEBT","TOT","PC_NDI","A","1999",77.97491,
"FRA","HHDEBT","TOT","PC_NDI","A","2000",76.50024,
"FRA","HHDEBT","TOT","PC_NDI","A","2001",78.59366,
"FRA","HHDEBT","TOT","PC_NDI","A","2002",81.03689,
"FRA","HHDEBT","TOT","PC_NDI","A","2003",85.13754,
"FRA","HHDEBT","TOT","PC_NDI","A","2004",86.87676,
"FRA","HHDEBT","TOT","PC_NDI","A","2005",92.30894,
"FRA","HHDEBT","TOT","PC_NDI","A","2006",97.27893,
"FRA","HHDEBT","TOT","PC_NDI","A","2007",101.0741,
"FRA","HHDEBT","TOT","PC_NDI","A","2008",102.7998,
"FRA","HHDEBT","TOT","PC_NDI","A","2009",109.3832,
"FRA","HHDEBT","TOT","PC_NDI","A","2010",112.8121,
"FRA","HHDEBT","TOT","PC_NDI","A","2011",113.4587,
"FRA","HHDEBT","TOT","PC_NDI","A","2012",108.2649,
"FRA","HHDEBT","TOT","PC_NDI","A","2013",110.3357,
"FRA","HHDEBT","TOT","PC_NDI","A","2014",111.1832,
"FRA","HHDEBT","TOT","PC_NDI","A","2015",115.4928,
"FRA","HHDEBT","TOT","PC_NDI","A","2016",115.8367,
"FRA","HHDEBT","TOT","PC_NDI","A","2017",119.7405,
"FRA","HHDEBT","TOT","PC_NDI","A","2018",119.5684,
"FRA","HHDEBT","TOT","PC_NDI","A","2019",121.2284,
"FRA","HHDEBT","TOT","PC_NDI","A","2020",124.4132,
"FRA","HHDEBT","TOT","PC_NDI","A","2021",125.6192,
"DEU","HHDEBT","TOT","PC_NDI","A","1995",98.38999,
"DEU","HHDEBT","TOT","PC_NDI","A","1996",102.936,
"DEU","HHDEBT","TOT","PC_NDI","A","1997",106.7141,
"DEU","HHDEBT","TOT","PC_NDI","A","1998",111.3736,
"DEU","HHDEBT","TOT","PC_NDI","A","1999",116.2119,
"DEU","HHDEBT","TOT","PC_NDI","A","2000",118.4232,
"DEU","HHDEBT","TOT","PC_NDI","A","2001",114.7619,
"DEU","HHDEBT","TOT","PC_NDI","A","2002",116.0388,
"DEU","HHDEBT","TOT","PC_NDI","A","2003",114.5731,
"DEU","HHDEBT","TOT","PC_NDI","A","2004",112.8574,
"DEU","HHDEBT","TOT","PC_NDI","A","2005",110.7233,
"DEU","HHDEBT","TOT","PC_NDI","A","2006",108.1574,
"DEU","HHDEBT","TOT","PC_NDI","A","2007",105.1233,
"DEU","HHDEBT","TOT","PC_NDI","A","2008",101.8345,
"DEU","HHDEBT","TOT","PC_NDI","A","2009",102.595,
"DEU","HHDEBT","TOT","PC_NDI","A","2010",100.595,
"DEU","HHDEBT","TOT","PC_NDI","A","2011",98.38264,
"DEU","HHDEBT","TOT","PC_NDI","A","2012",97.21162,
"DEU","HHDEBT","TOT","PC_NDI","A","2013",96.55453,
"DEU","HHDEBT","TOT","PC_NDI","A","2014",95.58609,
"DEU","HHDEBT","TOT","PC_NDI","A","2015",95.01842,
"DEU","HHDEBT","TOT","PC_NDI","A","2016",94.53343,
"DEU","HHDEBT","TOT","PC_NDI","A","2017",94.67052,
"DEU","HHDEBT","TOT","PC_NDI","A","2018",93.24641,
"DEU","HHDEBT","TOT","PC_NDI","A","2019",95.66115,
"DEU","HHDEBT","TOT","PC_NDI","A","2020",98.6255,
"DEU","HHDEBT","TOT","PC_NDI","A","2021",101.5084,
"GRC","HHDEBT","TOT","PC_NDI","A","1995",17.00223,
"GRC","HHDEBT","TOT","PC_NDI","A","1996",20.50076,
"GRC","HHDEBT","TOT","PC_NDI","A","1997",22.81792,
"GRC","HHDEBT","TOT","PC_NDI","A","1998",22.3881,
"GRC","HHDEBT","TOT","PC_NDI","A","1999",24.61886,
"GRC","HHDEBT","TOT","PC_NDI","A","2000",31.42027,
"GRC","HHDEBT","TOT","PC_NDI","A","2001",38.37111,
"GRC","HHDEBT","TOT","PC_NDI","A","2002",44.6925,
"GRC","HHDEBT","TOT","PC_NDI","A","2003",48.61452,
"GRC","HHDEBT","TOT","PC_NDI","A","2004",56.24611,
"GRC","HHDEBT","TOT","PC_NDI","A","2005",68.35825,
"GRC","HHDEBT","TOT","PC_NDI","A","2006",75.11936,
"GRC","HHDEBT","TOT","PC_NDI","A","2007",83.6249,
"GRC","HHDEBT","TOT","PC_NDI","A","2008",87.75383,
"GRC","HHDEBT","TOT","PC_NDI","A","2009",88.40666,
"GRC","HHDEBT","TOT","PC_NDI","A","2010",107.4271,
"GRC","HHDEBT","TOT","PC_NDI","A","2011",115.007,
"GRC","HHDEBT","TOT","PC_NDI","A","2012",126.3653,
"GRC","HHDEBT","TOT","PC_NDI","A","2013",126.431,
"GRC","HHDEBT","TOT","PC_NDI","A","2014",119.5403,
"GRC","HHDEBT","TOT","PC_NDI","A","2015",113.5173,
"GRC","HHDEBT","TOT","PC_NDI","A","2016",108.9481,
"GRC","HHDEBT","TOT","PC_NDI","A","2017",105.7522,
"GRC","HHDEBT","TOT","PC_NDI","A","2018",106.094,
"GRC","HHDEBT","TOT","PC_NDI","A","2019",95.54948,
"GRC","HHDEBT","TOT","PC_NDI","A","2020",97.53716,
"GRC","HHDEBT","TOT","PC_NDI","A","2021",92.68852,
"HUN","HHDEBT","TOT","PC_NDI","A","1995",18.34781,
"HUN","HHDEBT","TOT","PC_NDI","A","1996",16.81694,
"HUN","HHDEBT","TOT","PC_NDI","A","1997",16.63759,
"HUN","HHDEBT","TOT","PC_NDI","A","1998",15.96225,
"HUN","HHDEBT","TOT","PC_NDI","A","1999",17.56235,
"HUN","HHDEBT","TOT","PC_NDI","A","2000",20.67857,
"HUN","HHDEBT","TOT","PC_NDI","A","2001",23.835,
"HUN","HHDEBT","TOT","PC_NDI","A","2002",30.68514,
"HUN","HHDEBT","TOT","PC_NDI","A","2003",39.27819,
"HUN","HHDEBT","TOT","PC_NDI","A","2004",43.81218,
"HUN","HHDEBT","TOT","PC_NDI","A","2005",49.27541,
"HUN","HHDEBT","TOT","PC_NDI","A","2006",55.61574,
"HUN","HHDEBT","TOT","PC_NDI","A","2007",64.18273,
"HUN","HHDEBT","TOT","PC_NDI","A","2008",77.20951,
"HUN","HHDEBT","TOT","PC_NDI","A","2009",77.97704,
"HUN","HHDEBT","TOT","PC_NDI","A","2010",81.30939,
"HUN","HHDEBT","TOT","PC_NDI","A","2011",75.33401,
"HUN","HHDEBT","TOT","PC_NDI","A","2012",65.00087,
"HUN","HHDEBT","TOT","PC_NDI","A","2013",59.31675,
"HUN","HHDEBT","TOT","PC_NDI","A","2014",56.25032,
"HUN","HHDEBT","TOT","PC_NDI","A","2015",48.717,
"HUN","HHDEBT","TOT","PC_NDI","A","2016",46.01411,
"HUN","HHDEBT","TOT","PC_NDI","A","2017",42.38758,
"HUN","HHDEBT","TOT","PC_NDI","A","2018",39.55639,
"HUN","HHDEBT","TOT","PC_NDI","A","2019",40.93265,
"HUN","HHDEBT","TOT","PC_NDI","A","2020",44.86034,
"HUN","HHDEBT","TOT","PC_NDI","A","2021",45.0821,
"IRL","HHDEBT","TOT","PC_NDI","A","1995",58.83418,
"IRL","HHDEBT","TOT","PC_NDI","A","1996",62.11961,
"IRL","HHDEBT","TOT","PC_NDI","A","1997",69.01328,
"IRL","HHDEBT","TOT","PC_NDI","A","1998",73.27811,
"IRL","HHDEBT","TOT","PC_NDI","A","1999",85.44194,
"IRL","HHDEBT","TOT","PC_NDI","A","2000",91.10406,
"IRL","HHDEBT","TOT","PC_NDI","A","2001",110.0203,
"IRL","HHDEBT","TOT","PC_NDI","A","2002",125.4432,
"IRL","HHDEBT","TOT","PC_NDI","A","2003",145.3114,
"IRL","HHDEBT","TOT","PC_NDI","A","2004",167.883,
"IRL","HHDEBT","TOT","PC_NDI","A","2005",198.1109,
"IRL","HHDEBT","TOT","PC_NDI","A","2006",221.4482,
"IRL","HHDEBT","TOT","PC_NDI","A","2007",231.9487,
"IRL","HHDEBT","TOT","PC_NDI","A","2008",227.3239,
"IRL","HHDEBT","TOT","PC_NDI","A","2009",235.8355,
"IRL","HHDEBT","TOT","PC_NDI","A","2010",225.925,
"IRL","HHDEBT","TOT","PC_NDI","A","2011",234.236,
"IRL","HHDEBT","TOT","PC_NDI","A","2012",219.7951,
"IRL","HHDEBT","TOT","PC_NDI","A","2013",215.2435,
"IRL","HHDEBT","TOT","PC_NDI","A","2014",201.4676,
"IRL","HHDEBT","TOT","PC_NDI","A","2015",181.5938,
"IRL","HHDEBT","TOT","PC_NDI","A","2016",166.014,
"IRL","HHDEBT","TOT","PC_NDI","A","2017",154.5387,
"IRL","HHDEBT","TOT","PC_NDI","A","2018",146.6545,
"IRL","HHDEBT","TOT","PC_NDI","A","2019",136.9545,
"IRL","HHDEBT","TOT","PC_NDI","A","2020",119.8275,
"IRL","HHDEBT","TOT","PC_NDI","A","2021",111.4106,
"ITA","HHDEBT","TOT","PC_NDI","A","1995",38.35354,
"ITA","HHDEBT","TOT","PC_NDI","A","1996",39.51656,
"ITA","HHDEBT","TOT","PC_NDI","A","1997",42.01767,
"ITA","HHDEBT","TOT","PC_NDI","A","1998",44.32799,
"ITA","HHDEBT","TOT","PC_NDI","A","1999",49.16126,
"ITA","HHDEBT","TOT","PC_NDI","A","2000",53.0039,
"ITA","HHDEBT","TOT","PC_NDI","A","2001",55.15214,
"ITA","HHDEBT","TOT","PC_NDI","A","2002",58.04044,
"ITA","HHDEBT","TOT","PC_NDI","A","2003",61.27182,
"ITA","HHDEBT","TOT","PC_NDI","A","2004",65.03957,
"ITA","HHDEBT","TOT","PC_NDI","A","2005",70.17577,
"ITA","HHDEBT","TOT","PC_NDI","A","2006",75.09468,
"ITA","HHDEBT","TOT","PC_NDI","A","2007",79.25967,
"ITA","HHDEBT","TOT","PC_NDI","A","2008",80.81122,
"ITA","HHDEBT","TOT","PC_NDI","A","2009",85.69257,
"ITA","HHDEBT","TOT","PC_NDI","A","2010",89.52713,
"ITA","HHDEBT","TOT","PC_NDI","A","2011",89.0216,
"ITA","HHDEBT","TOT","PC_NDI","A","2012",91.06387,
"ITA","HHDEBT","TOT","PC_NDI","A","2013",89.54887,
"ITA","HHDEBT","TOT","PC_NDI","A","2014",88.52353,
"ITA","HHDEBT","TOT","PC_NDI","A","2015",87.4938,
"ITA","HHDEBT","TOT","PC_NDI","A","2016",87.2366,
"ITA","HHDEBT","TOT","PC_NDI","A","2017",86.70167,
"ITA","HHDEBT","TOT","PC_NDI","A","2018",86.56284,
"ITA","HHDEBT","TOT","PC_NDI","A","2019",88.00363,
"ITA","HHDEBT","TOT","PC_NDI","A","2020",90.49817,
"ITA","HHDEBT","TOT","PC_NDI","A","2021",90.75745,
"JPN","HHDEBT","TOT","PC_NDI","A","1995",110.0281,
"JPN","HHDEBT","TOT","PC_NDI","A","1996",114.7519,
"JPN","HHDEBT","TOT","PC_NDI","A","1997",114.539,
"JPN","HHDEBT","TOT","PC_NDI","A","1998",113.0671,
"JPN","HHDEBT","TOT","PC_NDI","A","1999",115.8845,
"JPN","HHDEBT","TOT","PC_NDI","A","2000",116.6432,
"JPN","HHDEBT","TOT","PC_NDI","A","2001",119.7874,
"JPN","HHDEBT","TOT","PC_NDI","A","2002",119.0439,
"JPN","HHDEBT","TOT","PC_NDI","A","2003",118.5159,
"JPN","HHDEBT","TOT","PC_NDI","A","2004",116.5005,
"JPN","HHDEBT","TOT","PC_NDI","A","2005",116.0812,
"JPN","HHDEBT","TOT","PC_NDI","A","2006",112.9059,
"JPN","HHDEBT","TOT","PC_NDI","A","2007",110.0852,
"JPN","HHDEBT","TOT","PC_NDI","A","2008",108.9272,
"JPN","HHDEBT","TOT","PC_NDI","A","2009",109.3865,
"JPN","HHDEBT","TOT","PC_NDI","A","2010",107.7039,
"JPN","HHDEBT","TOT","PC_NDI","A","2011",108.2775,
"JPN","HHDEBT","TOT","PC_NDI","A","2012",108.2862,
"JPN","HHDEBT","TOT","PC_NDI","A","2013",110.081,
"JPN","HHDEBT","TOT","PC_NDI","A","2014",111.3989,
"JPN","HHDEBT","TOT","PC_NDI","A","2015",112.1473,
"JPN","HHDEBT","TOT","PC_NDI","A","2016",113.5613,
"JPN","HHDEBT","TOT","PC_NDI","A","2017",115.163,
"JPN","HHDEBT","TOT","PC_NDI","A","2018",116.6238,
"JPN","HHDEBT","TOT","PC_NDI","A","2019",116.5757,
"JPN","HHDEBT","TOT","PC_NDI","A","2020",115.4682,
"JPN","HHDEBT","TOT","PC_NDI","A","2021",121.5772,
"KOR","HHDEBT","TOT","PC_NDI","A","2008",138.4568,
"KOR","HHDEBT","TOT","PC_NDI","A","2009",143.0346,
"KOR","HHDEBT","TOT","PC_NDI","A","2010",147.5311,
"KOR","HHDEBT","TOT","PC_NDI","A","2011",152.9024,
"KOR","HHDEBT","TOT","PC_NDI","A","2012",153.9483,
"KOR","HHDEBT","TOT","PC_NDI","A","2013",154.88,
"KOR","HHDEBT","TOT","PC_NDI","A","2014",158.0058,
"KOR","HHDEBT","TOT","PC_NDI","A","2015",162.2843,
"KOR","HHDEBT","TOT","PC_NDI","A","2016",174.5221,
"KOR","HHDEBT","TOT","PC_NDI","A","2017",181.8061,
"KOR","HHDEBT","TOT","PC_NDI","A","2018",184.9868,
"KOR","HHDEBT","TOT","PC_NDI","A","2019",188.188,
"KOR","HHDEBT","TOT","PC_NDI","A","2020",197.7947,
"KOR","HHDEBT","TOT","PC_NDI","A","2021",206.4822,
"LUX","HHDEBT","TOT","PC_NDI","A","1995",78.78325,
"LUX","HHDEBT","TOT","PC_NDI","A","1996",80.2935,
"LUX","HHDEBT","TOT","PC_NDI","A","1997",82.03632,
"LUX","HHDEBT","TOT","PC_NDI","A","1998",80.82133,
"LUX","HHDEBT","TOT","PC_NDI","A","1999",88.41351,
"LUX","HHDEBT","TOT","PC_NDI","A","2000",90.61988,
"LUX","HHDEBT","TOT","PC_NDI","A","2001",89.69409,
"LUX","HHDEBT","TOT","PC_NDI","A","2002",87.57766,
"LUX","HHDEBT","TOT","PC_NDI","A","2003",97.2077,
"LUX","HHDEBT","TOT","PC_NDI","A","2004",103.5529,
"LUX","HHDEBT","TOT","PC_NDI","A","2005",114.0555,
"LUX","HHDEBT","TOT","PC_NDI","A","2006",121.155,
"LUX","HHDEBT","TOT","PC_NDI","A","2007",141.2745,
"LUX","HHDEBT","TOT","PC_NDI","A","2008",144.2627,
"LUX","HHDEBT","TOT","PC_NDI","A","2009",146.9687,
"LUX","HHDEBT","TOT","PC_NDI","A","2010",153.248,
"LUX","HHDEBT","TOT","PC_NDI","A","2011",156.252,
"LUX","HHDEBT","TOT","PC_NDI","A","2012",160.8915,
"LUX","HHDEBT","TOT","PC_NDI","A","2013",157.3643,
"LUX","HHDEBT","TOT","PC_NDI","A","2014",164.8239,
"LUX","HHDEBT","TOT","PC_NDI","A","2015",170.8912,
"LUX","HHDEBT","TOT","PC_NDI","A","2016",177.3573,
"LUX","HHDEBT","TOT","PC_NDI","A","2017",177.2152,
"LUX","HHDEBT","TOT","PC_NDI","A","2018",184.5575,
"LUX","HHDEBT","TOT","PC_NDI","A","2019",185.1438,
"LUX","HHDEBT","TOT","PC_NDI","A","2020",184.2476,
"LUX","HHDEBT","TOT","PC_NDI","A","2021",193.187,
"MEX","HHDEBT","TOT","PC_NDI","A","2003",12.86651,
"MEX","HHDEBT","TOT","PC_NDI","A","2004",13.87679,
"MEX","HHDEBT","TOT","PC_NDI","A","2005",15.11438,
"MEX","HHDEBT","TOT","PC_NDI","A","2006",15.90268,
"MEX","HHDEBT","TOT","PC_NDI","A","2007",16.55776,
"MEX","HHDEBT","TOT","PC_NDI","A","2008",16.45429,
"MEX","HHDEBT","TOT","PC_NDI","A","2009",19.01519,
"MEX","HHDEBT","TOT","PC_NDI","A","2010",19.17005,
"MEX","HHDEBT","TOT","PC_NDI","A","2011",19.45403,
"MEX","HHDEBT","TOT","PC_NDI","A","2012",20.62302,
"MEX","HHDEBT","TOT","PC_NDI","A","2013",21.73676,
"MEX","HHDEBT","TOT","PC_NDI","A","2014",22.07482,
"MEX","HHDEBT","TOT","PC_NDI","A","2015",24.36813,
"MEX","HHDEBT","TOT","PC_NDI","A","2016",25.91927,
"MEX","HHDEBT","TOT","PC_NDI","A","2017",26.6737,
"MEX","HHDEBT","TOT","PC_NDI","A","2018",22.96697,
"MEX","HHDEBT","TOT","PC_NDI","A","2019",21.80597,
"MEX","HHDEBT","TOT","PC_NDI","A","2020",27.60617,
